"tarjim","pilih"
"remote","tak berkaitan"
"remote","terasing"
"remote","terpencil"
"remote","tipis"
"satisfaction","kepuasan"
"journal","buku harian , majalah ."
"journal","jurnal"
"journal","majalah"
"journal","makalah"
"journal","warta"
"bench","bangku"
"bench","dipan"
"bench","petangga"
"lover","kekasih"
"lover","kekasih ; pencinta ; pengasih ; penggemar"
"lover","peminat"
"lover","pencinta"
"lover","penggemar"
"raw","kasar"
"raw","lembap"
"raw","melecet"
"raw","mentah"
"raw","mentah , kasar , dalam keadaan semulajadi , belum diproses ."
"raw","mentan"
"awareness","penyadaran , kesiagaan , kesadaran ."
"withdraw","cabut"
"withdraw","dicabut"
"withdraw","ditarik kembali"
"withdraw","menarik balik"
"withdraw","menarik balik , mengundurkan , mengeluarkan ."
"withdraw","menarik diri"
"general","am"
"general","am / umum"
"general","awam"
"general","awam ; umum"
"general","i) am (ii) hulubalang , general ."
"deck","adun"
"deck","aduni"
"deck","dek"
"deck","geladak"
"deck","hias"
"deck","hiasi"
"deck","mengaduni"
"deck","menghiasi"
"newly","formed fruit"
"pole","batang"
"pole","bergalah"
"pole","galah"
"pole","kutub"
"pole","kutub ; pol"
"testify","memberi kesaksian"
"testify","membuktikan"
"testify","mempersaksikan"
"testify","menerangkan"
"testify","menyatakan"
"mode","cara"
"mode","mod"
"mode","mod ; ragam"
"mode","ragam"
"dialogue","cakapan"
"dialogue","dialog"
"dialogue","dialog , percakapan antara dua pihak ."
"imply","berarti"
"imply","membayangkan"
"imply","mengimplikasikan"
"imply","menyifatkan"
"naturally","memang"
"naturally","memang , biasa , lazim ."
"naturally","memang ; sewajarnya"
"naturally","tentu saja"
"mutual","saling"
"mutual","saling , satu sama lain ."
"founder","gagal"
"founder","karam"
"founder","pelebur"
"founder","pendiri"
"founder","pengasas"
"founder","penubuh"
"founder","radung"
"founder","tenggelam"
"founder","tukang"
"top","atas"
"top","atasnya"
"top","bagian atas"
"top","bahagian atas"
"top","blaus"
"top","diakhiri"
"top","disudahi"
"top","gasing"
"advanced","lanjutan , maju ."
"advanced","termaju"
"pride","berbongkak"
"pride","bermegah"
"pride","kebanggaan"
"pride","kebanggaan ; maruah"
"pride","kecongkakan"
"pride","kesombongan"
"dismiss","bersurai"
"dismiss","izin"
"dismiss","lupakan"
"dismiss","memecat"
"dismiss","mengizinkan"
"aircraft","kapal terbang"
"aircraft","pesawat"
"aircraft","pesawat terbang"
"aircraft","pesawat udara"
"delivery","penghantaran"
"delivery","penghantaran ; pengiriman"
"mainly","kebanyakannya , sebahagian besarnya , istimewa ."
"bake","memanggang"
"bake","memasak"
"bake","membakar"
"bake","membakar , memanggang ."
"bake","menjemur"
"platform","acara , rencana ."
"platform","dataran"
"platform","pelantar"
"platform","pelantaran"
"platform","pelantaran , platform ."
"platform","pentas"
"platform","peron"
"platform","platfom"
"finance","biaya"
"finance","biayai"
"finance","keuangan"
"finance","kewangan"
"finance","membiayai"
"finance","memodali"
"finance","mengongkosi"
"finance","pembiayaan"
"sink","karam"
"sink","melaburkan"
"sink","melupakan"
"sink","memasukkan"
"sink","membenamkan"
"attractive","apik , menarik ."
"attractive","cantik"
"attractive","indahlah"
"attractive","molek ; mongel ; syok"
"respect","hormat"
"respect","hormat ; jah ; penghormatan"
"respect","hormati"
"relevant","berhubungan"
"relevant","berkaitan"
"relevant","relevan"
"relevant","tergolong"
"relevant","yang berhubungan , pertalian , berkaitan ."
"ideal","ideal"
"ideal","sempurna"
"ideal","sempurna , sesuatu yang berlaku dengan penuh sempurna ."
"ideal","unggul"
"ideal","unggulan ; unggul"
"joy","gembira"
"joy","kebahagiaan"
"joy","kegembiraan"
"joy","kegirangan"
"joy","keriangan"
"joy","kesukaan"
"joy","seronok"
"worth","berharga"
"worth","berharta"
"worth","bernilai"
"worth","harga"
"worth","harganya"
"worth","nilai"
"worth","nilai jual"
"regularly","secara tetap"
"working","bekerja"
"working","kerja"
"working","pekerjaan"
"working","pengerjaan"
"working","usaha"
"singer","biduan"
"singer","biduanita"
"singer","penyanyi"
"evolve","berkembang"
"evolve","mengembangkan"
"evolve","merancangkan"
"evolve","merencanakan"
"evolve","muncul"
"evolve","terancang"
"evolve","terencana"
"shooting","bedilan"
"shooting","bedilan ; tembakan"
"partly","sebagian"
"partly","sebahagian"
"unknown","anu"
"assistant","asisten"
"assistant","pembantu"
"assistant","penolong"
"assistant","penolong , pembantu ."
"offense","kesalahan"
"offense","pelanggaran hukum"
"offense","penghinaan"
"counter","berlawanan"
"counter","bertentang"
"counter","bertentangan"
"counter","halang"
"counter","kaunter"
"counter","menewaskan"
"counter","menghalang"
"counter","para"
"counter","pembilang"
"smell","bau"
"smell","bau ; cium ; hidu"
"smell","berbau"
"smell","bercium ; mencium ; menghidu"
"smell","dicium"
"smell","hidu"
"potentially","kemungkinan"
"transfer","berpindah"
"transfer","bertukar"
"transfer","dipindahkan"
"transfer","memindahkan"
"transfer","menukarkan"
"transfer","pemindahan"
"transfer","pemindahan , penyerahan ; berpindah , memindahkan ."
"transfer","penyerahan"
"thirty","tiga puluh"
"justify","alasan diberi"
"justify","memberi alasan"
"justify","menjustifikasi"
"justify","menjustifikasikan"
"justify","mewajaran"
"justify","wajarkan"
"protest","bangkangan"
"protest","bangkangan ; bantah"
"protest","bantahan"
"protest","berunjuk rasa"
"protest","diprotes"
"protest","membangkang"
"protest","membantah"
"crash","gerdam"
"crash","jatuh hancur , runtuh , roboh , dentum ."
"crash","merempuh"
"crash","meruntuh"
"crash","rempuhan"
"craft","kapal"
"craft","keahlian"
"craft","kecerdikan"
"craft","kemahiran"
"craft","kepandaian"
"craft","lancang"
"craft","pekerjaan tangan"
"craft","perahu"
"craft","pertukangan"
"treaty","ikatan perjanjian"
"treaty","pakatan"
"treaty","perjanjian"
"treaty","persetiaan"
"treaty","persetujuan"
"treaty","persetujuan yang telah di tanda?-tangani , perjanjian , persetiaan ."
"treaty","triti"
"terrorist","pengganas"
"terrorist","teroris"
"insight","fikiran"
"insight","pemahaman"
"insight","wawasan"
"possess","ada"
"possess","dimiliki"
"possess","memiliki"
"tap","i) kepala paip (ii) mengetuk (iii) menoreh , mengeluarkan ."
"tap","katuk"
"tap","keran"
"tap","mengetuk"
"tap","menoreh"
"tap","paip"
"tap","pengulir dalam / pembenang dalam"
"lie","baring"
"lie","baring , berbaring , mendusta , dusta ."
"lie","berbaring"
"lie","berbohong"
"lie","berbohong ; berdusta"
"lie","berdusta"
"extensive","luas"
"extensive","meluas"
"extensive","saujana"
"episode","babak"
"episode","episod"
"double","berdua"
"double","berganda"
"double","bergu"
"double","berlipat"
"double","berpasangan"
"double","dedua"
"double","duaan"
"double","dubel"
"swim","berenang"
"swim","berenang-renang"
"swim","mandi"
"swim","merenangi"
"swim","renang"
"swim","renangan"
"tire","ban"
"tire","meletihkan"
"tire","memenatkan"
"tire","menjenuhkan"
"fault","bersalah"
"fault","cacat cela"
"fault","cela"
"fault","gelinciran"
"fault","kerosakan"
"fault","kesalahan"
"fault","kesalahan , kecacatan ; menyalahkan ."
"fault","kesilapan"
"fault","menyalahkan"
"loose","dengan longgar"
"loose","gembur"
"loose","gembur ; kendur ; longgar ; urai"
"loose","longgar"
"loose","melepaskan"
"loose","melonggarkan"
"shortly","kemudian"
"shortly","nanti"
"shortly","sebentar"
"shortly","sebentar lagi"
"shortly","segera"
"shortly","sekejap"
"originally","asalnya"
"originally","asalnya , tadinya , semula ."
"considerable","banyak"
"considerable","boleh timbang"
"considerable","terlalu penting , jadi-jadi ."
"considerable","tertimbangkan"
"prior","rahib"
"prior","sebelumnya"
"prior","terlebih dahulu"
"intellectual","bestari"
"intellectual","bijaksana"
"intellectual","cendekia"
"intellectual","cendekiawan"
"intellectual","intelek"
"intellectual","intelektual"
"intellectual","terpelajar , cendekiawan ."
"assault","menyerang"
"assault","menyerang , menyertai , pukul , melanggar , menyerbu ."
"assault","menyerbu"
"assault","serangan"
"assault","serbuan"
"relax","berfoya-foya"
"relax","beristirahat"
"relax","istirehat"
"relax","kendur"
"relax","mengendurkan"
"relax","relaks"
"adventure","kembaraan"
"adventure","pengembaraan"
"adventure","peristiwa (pengalaman) , pengembaraan , kejadian ."
"adventure","petualang"
"adventure","petualangan"
"external","ekstern , keadaan luas , lahiriah ."
"external","eksternal"
"external","luar"
"external","luaran"
"proof","bukti"
"proof","bukti ; dalil ; kalis"
"proof","dalil"
"proof","keterangan"
"proof","membuktikan"
"proof","menerangkan"
"proof","pembuktian"
"proof","pruf"
"confident","berkeyakinan"
"confident","percaya"
"confident","yakin"
"headquarters","ibu pejabat"
"headquarters","markas"
"headquarters","markas besar"
"sudden","dadak"
"sudden","dadak ; konyong ; mengejut ; sekonyong-konyong"
"sudden","mendadak"
"dirty","carut"
"dirty","cemar"
"dirty","comot"
"violation","pelanggaran , pencabulan ."
"violation","pencabulan"
"tongue","anak lidah"
"tongue","bahasa"
"tongue","lidah"
"tongue","lidah , bahasa ."
"tongue","tied"
"license","izin"
"license","lesen"
"license","lesenkan"
"license","melesenkan"
"license","surat izin"
"hold","adakan"
"hold","celus"
"hold","diadakan"
"shelter","berlindung"
"shelter","berteduh"
"shelter","melindungi"
"shelter","melindungkan"
"controversy","kontroversi"
"controversy","pertikaian"
"entrance","jalan masuk"
"entrance","masuk"
"entrance","mempesona"
"entrance","pintu"
"entrance","pintu gerbang"
"entrance","pintu masuk"
"entrance","seronok"
"entrance","terpesona"
"favorite","kesayangan"
"favorite","yang paling"
"practice","amal"
"practice","amal ; amalan ; kebiasaan ; latihan"
"practice","amalan"
"practice","amali"
"properly","dengan baik"
"fade","layu"
"fade","luntur"
"fade","melayukan"
"fade","melunturkan"
"fade","memudarkan"
"fade","pudar"
"fade","turun warnanya , luntur , hilang warnanya ."
"tragedy","i) sandiwara sedih (ii) kecelakaan"
"tragedy","peristiwa buruk"
"tragedy","tragedi"
"net","bersih"
"net","bersih ; jaring"
"net","jala"
"net","jaring"
"net","memukat"
"net","menjala"
"net","menjaring"
"net","pukat"
"characterize","mempercirikan"
"characterize","menandai"
"characterize","mencirikan"
"characterize","menggambarkan ciri"
"characterize","menyifatkan"
"characterize","sifatkan"
"funeral","pemakaman"
"funeral","pengebumian"
"funeral","pengkebumian"
"funeral","penguburan"
"profession","pekerjaan"
"profession","profesion"
"alter","berubah , berganti , bertukar ."
"alter","diubah"
"alter","meminda"
"alter","mengalih ; pinda"
"alter","mengubah"
"spot","belak"
"spot","bintik"
"spot","bintik ; rintik ; tompok"
"spot","jerawat"
"spot","melihat"
"spot","mengenal"
"constitute","melantik"
"constitute","mengandungi"
"constitute","menjadikan"
"constitute","menubuhkan"
"constitute","terdiri daripada"
"establishment","lembaga"
"establishment","pembentukan"
"establishment","penetapan , penentuan ."
"establishment","penubuhan"
"establishment","pertubuhan"
"squeeze","erat"
"imagination","angan"
"imagination","angan ; angan-angan ; bayang-bayang ; khayal ; khayalan ; sangkaan"
"imagination","bayangan , daya angan-angan , rekaan , khayalan ."
"imagination","imaginasi"
"imagination","khayal"
"target","incaran"
"target","inceran"
"target","maksud"
"target","matlamat"
"target","matlamat , sasaran ."
"target","matlamat ; sasaran"
"target","mensasar"
"target","mensasarkan"
"target","menyasarkan"
"mask","berkedok"
"mask","kedok"
"mask","melindungi"
"mask","menopengi"
"mask","pelindung"
"mask","pelindung muka"
"mask","pelitup"
"mask","pupur"
"mask","selubung"
"convert","mengubah"
"convert","menukar"
"convert","mualaf"
"convert","penganut baru"
"convert","tukar"
"comprehensive","komprehansif"
"comprehensive","komprehensif"
"comprehensive","lengkap"
"comprehensive","menyeluruh"
"prominent","nyata"
"prominent","penting"
"prominent","terkemuka"
"prominent","terkenal"
"presentation","penayangan , tayangan , pementasan ."
"presentation","pengunjukan"
"regardless","tanpa memperhatikan , terlepas ."
"regardless","tidak mempedulikan"
"regardless","tidak menghiraukan"
"easy","enteng"
"easy","enteng ; gampang ; mudah ; senang"
"easy","gampang"
"easy","lapang"
"easy","lega"
"easy","mudah"
"easy","mudah , gampang , senang ."
"easy","senang"
"load","beban"
"load","beban , tanggungan , muatan ; membebankan ."
"load","berisi"
"load","bobot"
"load","memuati , muatan ."
"load","memuatkan"
"load","mengangkat"
"stable","bangsal"
"stable","i) kandang kuda (ii) kukuh , tetap , setimbang , tenteram , stabil ."
"stable","kandang kuda"
"stable","kukuh"
"stable","kumpulan kuda"
"stable","mantap"
"introduction","introduksi"
"introduction","pengenalan"
"appeal","meminta pertimbangan , rayuan ."
"appeal","menarik"
"appeal","merayu"
"appeal","merayulah"
"appeal","naik banding"
"appeal","permintaan"
"pretend","berbuat-buat"
"pretend","berpura-pura"
"pretend","berpura-puralah"
"pretend","buat-buat"
"pretend","membuat-buat"
"pretend","mendakwa"
"pretend","mendalihkan ; mengada-ngada"
"not","bukan"
"not","bukan ; tiada ; tidak"
"not","bukanlah"
"not","nggak"
"not","note"
"not","tak"
"not","taklah"
"representation","perwakilan"
"representation","perwakilan , gambaran ."
"representation","perwakilan ; penyajian"
"deer","kidang"
"deer","kijang"
"deer","kijang ; rusa"
"deer","payau"
"deer","rusa"
"deer","rusa-rusa"
"split","belah ; membelah"
"split","berpisah"
"split","koyak"
"split","membelah"
"violate","melanggar"
"violate","memperkosa"
"violate","mencabul , tidak mematuhi undang-undang atau melanggar syarat-syarat perjanjian ."
"violate","mencabuli"
"violate","mencemaricabulan"
"partnership","kongsi"
"partnership","kongsi ; perkongsian"
"partnership","perkongsian , perniagaan dan lain-lain , pasangan ."
"pollution","pencemaran"
"pollution","pengotoran"
"pollution","polusi"
"emission","keluaran"
"emission","kepulan"
"emission","pancaran"
"emission","pemancaran"
"emission","pemancaran ; pancaran"
"emission","ucapan"
"steady","dengan kukuh"
"steady","dengan mantap"
"steady","dengan stabil"
"steady","dengan tetap"
"steady","kawan"
"steady","kekasih"
"steady","kukuh"
"steady","mantap"
"steady","menenteramkan"
"steady","mengimbangkan"
"vital","berhubung dengan keperluan untuk hidup , amat , sangat penting ."
"vital","bersemangat"
"vital","penting"
"neither","mahupun"
"neither","tidak kedua-duanya"
"fate","nasib"
"fate","nasib , takdir ."
"fate","nasib ; takdir"
"fate","qadar"
"fate","suratan takdir"
"fate","takdir"
"earnings","perolehan"
"earnings","perolehan , pendapatan ."
"oven","dapur"
"oven","ketuhar"
"oven","oven"
"distinction","kecemerlangan"
"distinction","kelainan"
"distinction","kemegahan"
"distinction","penghormatan"
"distinction","perbezaan"
"segment","bahagian"
"segment","belahan"
"segment","penggal"
"segment","segmen"
"segment","temberang"
"segment","tembereng"
"nowhere","tidak bertempat"
"nowhere","tidak di mana-mana"
"poet","pensajak"
"poet","penyair"
"poet","penyajak"
"poet","pujangga"
"mere","cuma"
"mere","hanya"
"mere","kecil"
"mere","semata-mata"
"exciting","mengembirakan"
"exciting","menyenangkan"
"exciting","seru"
"variation","perbezaan"
"variation","perubahan"
"variation","ubahan"
"variation","ubahan / variasi"
"variation","variasi"
"comfort","keenakan"
"comfort","kenikmatan"
"comfort","keriaan"
"comfort","keselesaan"
"comfort","lipur"
"comfort","melipurkan"
"radical","keseluruhan"
"radical","radikal"
"radical","radikal ; keseluruhan"
"stress","desakan"
"stress","ditekankan"
"stress","ketegangan"
"stress","ketegasan"
